ACSSF,KS,040,00,0000001,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04000US20,"Kansas",,,
ACSSF,KS,040,01,0000002,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,04001US20,"Kansas -- Urban",,,
ACSSF,KS,040,43,0000003,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,04043US20,"Kansas -- Rural",,,
ACSSF,KS,040,A0,0000004,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US20,"Kansas -- In metropolitan or micropolitan statistical area",,,
ACSSF,KS,040,C0,0000005,,,,,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C0US20,"Kansas -- In metropolitan statistical area",,,
ACSSF,KS,040,C1,0000006,,,,,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Y,,,,,040C1US20,"Kansas -- In metropolitan statistical area -- in principal city",,,
ACSSF,KS,040,C2,0000007,,,,,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C2US20,"Kansas -- In metropolitan statistical area -- not in principal city",,,
ACSSF,KS,040,E0,0000008,,,,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E0US20,"Kansas -- In micropolitan statistical area",,,
ACSSF,KS,040,E1,0000009,,,,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Y,,,,,040E1US20,"Kansas -- In micropolitan statistical area -- in principal city",,,
ACSSF,KS,040,E2,0000010,,,,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E2US20,"Kansas -- In micropolitan statistical area -- not in principal city",,,
ACSSF,KS,040,G0,0000011,,,,,20,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,040G0US20,"Kansas -- Not in metropolitan or micropolitan statistical area",,,
ACSSF,KS,040,H0,0000012,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040H0US20,"Kansas -- Not in metropolitan statistical area",,,
ACSSF,KS,050,00,0000013,,,,,20,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20001,"Allen County, Kansas",,,
ACSSF,KS,050,00,0000014,,,,,20,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20003,"Anderson County, Kansas",,,
ACSSF,KS,050,00,0000015,,,,,20,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20005,"Atchison County, Kansas",,,
